(-30.21, 3.74, 0.00)
(-30.91, 3.74, 0.00)
(-31.61, 3.73, 0.00)
(-32.30, 3.73, 0.00)
(-32.99, 3.72, 0.00)
(-33.68, 3.72, 0.00)
(-34.37, 3.71, 0.00)
(-35.05, 3.71, 0.00)
(-35.73, 3.71, 0.00)
(-36.41, 3.70, 0.00)
(-63.37, 2.61, 0.00)
(57.81, 3.67, 0.00)
(55.36, 3.66, -0.00)
(52.89, 3.64, 0.00)
(50.41, 3.62, 0.00)
(47.92, 3.60, 0.00)
(45.41, 3.58, 0.00)
(42.88, 3.56, 0.00)
(40.34, 3.54, 0.00)
(37.79, 3.52, 0.00)
(35.22, 3.50, 0.00)
(32.63, 3.49, 0.00)
(30.03, 3.47, 0.00)
(27.42, 3.45, 0.00)
(24.78, 3.43, 0.00)
(22.14, 3.41, 0.00)
(19.47, 3.39, 0.00)
(16.79, 3.37, 0.00)
(14.10, 3.35, 0.00)
(11.38, 3.33, 0.00)
(8.65, 3.31, 0.00)
(5.91, 3.28, 0.00)
(3.14, 3.26, 0.00)
(0.36, 3.24, -0.00)
(-2.44, 3.22, 0.00)
(-5.25, 3.20, 0.00)
(-8.08, 3.18, 0.00)
(-10.93, 3.16, 0.00)
(-13.80, 3.14, 0.00)
(-16.69, 3.12, 0.00)
(-19.59, 3.09, 0.00)
(-22.52, 3.07, 0.00)
(27.15, 3.77, 0.00)
(26.19, 3.76, 0.00)
(25.24, 3.75, 0.00)
(24.29, 3.75, 0.00)
(23.35, 3.74, 0.00)
(22.42, 3.74, 0.00)
(21.48, 3.73, 0.00)
(20.56, 3.73, 0.00)
(19.63, 3.72, 0.00)
(18.71, 3.72, 0.00)
(17.80, 3.71, 0.00)
(16.89, 3.70, 0.00)
(15.98, 3.70, 0.00)
(15.08, 3.69, 0.00)
(14.18, 3.69, 0.00)
(13.29, 3.68, 0.00)
(12.40, 3.68, 0.00)
(11.51, 3.67, 0.00)
(10.63, 3.67, 0.00)
(9.76, 3.66, 0.00)
(8.88, 3.66, 0.00)
(8.01, 3.65, 0.00)
(7.15, 3.65, 0.00)
(6.29, 3.64, 0.00)
(5.43, 3.64, 0.00)
(4.57, 3.63, 0.00)
(3.72, 3.63, 0.00)
(2.88, 3.62, 0.00)
(2.04, 3.62, 0.00)
(1.20, 3.61, 0.00)
(0.36, 3.61, -0.00)
(-0.47, 3.60, 0.00)
(-1.30, 3.60, 0.00)
(-2.12, 3.59, 0.00)
(-2.94, 3.59, 0.00)
(-3.75, 3.58, 0.00)
(-4.57, 3.58, 0.00)
(-5.38, 3.57, -0.00)
(-6.18, 3.57, 0.00)
(-6.98, 3.56, 0.00)
(-7.78, 3.56, 0.00)
(-8.58, 3.55, 0.00)
(-9.37, 3.55, 0.00)
(-10.16, 3.54, 0.00)
(-10.94, 3.54, 0.00)
(-11.72, 3.54, 0.00)
(-12.50, 3.53, 0.00)
(-13.28, 3.53, 0.00)
(-14.05, 3.52, 0.00)
(-14.81, 3.52, 0.00)
(-15.58, 3.51, 0.00)
(-16.34, 3.51, 0.00)
(-17.10, 3.50, 0.00)
(-17.85, 3.50, 0.00)
(-18.61, 3.49, 0.00)
(-19.35, 3.49, 0.00)
(-20.10, 3.49, 0.00)
(-20.84, 3.48, -0.00)
(-21.58, 3.48, 0.00)
(-22.32, 3.47, 0.00)
(-23.05, 3.47, 0.00)
(-23.78, 3.46, 0.00)
(-24.51, 3.46, 0.00)
(-25.23, 3.46, 0.00)
(-25.95, 3.45, 0.00)
(-26.67, 3.45, 0.00)
(-27.38, 3.44, 0.00)
(-28.09, 3.44, 0.00)
(-28.80, 3.43, 0.00)
(-29.51, 3.43, 0.00)
(-30.21, 3.43, 0.00)
(-30.91, 3.42, 0.00)
(-31.61, 3.42, 0.00)
(-32.30, 3.41, 0.00)
(-32.99, 3.41, 0.00)
(-33.68, 3.41, 0.00)
(-34.37, 3.40, 0.00)
(-35.05, 3.40, 0.00)
(-35.73, 3.39, 0.00)
(-36.41, 3.39, 0.00)
(-37.09, 3.38, 0.00)
(-37.76, 3.38, 0.00)
(-38.43, 3.38, 0.00)
(-39.09, 3.37, 0.00)
(-39.76, 3.37, 0.00)
(-62.94, 1.78, 0.00)
(-60.85, 1.80, 0.00)
(-59.55, 1.82, 0.00)
(-58.60, 1.83, 0.00)
(57.81, 2.97, 0.00)
(55.36, 2.95, -0.00)
(52.89, 2.93, 0.00)
(50.41, 2.91, 0.00)
(47.92, 2.89, 0.00)
(45.41, 2.87, 0.00)
(42.88, 2.85, 0.00)
(40.34, 2.83, 0.00)
(37.79, 2.80, 0.00)
(35.22, 2.78, 0.00)
(32.63, 2.76, 0.00)
(30.03, 2.74, 0.00)
(27.42, 2.72, 0.00)
(24.78, 2.70, 0.00)
(22.14, 2.67, 0.00)
(19.47, 2.65, 0.00)
(16.79, 2.63, 0.00)
(14.10, 2.61, 0.00)
(11.38, 2.58, 0.00)
(8.65, 2.56, 0.00)
(5.91, 2.54, 0.00)
(3.14, 2.52, 0.00)
(0.36, 2.49, -0.00)
(-2.44, 2.47, 0.00)
(-5.25, 2.45, 0.00)
(-8.08, 2.42, 0.00)
(-10.93, 2.40, 0.00)
(-13.80, 2.37, 0.00)
(-16.69, 2.35, 0.00)
(-19.59, 2.33, 0.00)
(-22.52, 2.30, 0.00)
(-25.46, 2.28, 0.00)
(-28.42, 2.25, 0.00)
(29.07, 3.40, 0.00)
(28.10, 3.40, -0.00)
(27.15, 3.39, 0.00)
(26.19, 3.39, 0.00)
(25.24, 3.38, 0.00)
(24.29, 3.38, 0.00)
(23.35, 3.38, 0.00)
(22.42, 3.37, 0.00)
(21.48, 3.37, 0.00)
(20.56, 3.36, 0.00)
(19.63, 3.36, 0.00)
(18.71, 3.35, 0.00)
(17.80, 3.35, 0.00)
(16.89, 3.34, 0.00)
(15.98, 3.34, 0.00)
(15.08, 3.33, 0.00)
(14.18, 3.33, 0.00)
(13.29, 3.33, 0.00)
(12.40, 3.32, 0.00)
(11.51, 3.32, 0.00)
(10.63, 3.31, 0.00)
(9.76, 3.31, 0.00)
(8.88, 3.30, 0.00)
(8.01, 3.30, 0.00)
(7.15, 3.29, 0.00)
(6.29, 3.29, 0.00)
(5.43, 3.29, 0.00)
(4.57, 3.28, 0.00)
(3.72, 3.28, 0.00)
(2.88, 3.27, 0.00)
(2.04, 3.27, 0.00)
(1.20, 3.26, 0.00)
(0.36, 3.26, -0.00)
(-0.47, 3.26, 0.00)
(-1.30, 3.25, 0.00)
(-2.12, 3.25, 0.00)
(-2.94, 3.24, 0.00)
(-3.75, 3.24, 0.00)
(-4.57, 3.24, 0.00)
(-5.38, 3.23, -0.00)
(-6.18, 3.23, 0.00)
(-6.98, 3.22, 0.00)
(-7.78, 3.22, 0.00)
(-8.58, 3.22, 0.00)
(-9.37, 3.21, 0.00)
(-10.16, 3.21, 0.00)
(-10.94, 3.20, 0.00)
(-11.72, 3.20, 0.00)
(-12.50, 3.20, 0.00)
(-13.28, 3.19, 0.00)
(-14.05, 3.19, 0.00)
(-14.81, 3.18, 0.00)
(-15.58, 3.18, 0.00)
(-16.34, 3.18, 0.00)
(-17.10, 3.17, 0.00)
(-17.85, 3.17, 0.00)
(-18.61, 3.17, 0.00)
(-19.35, 3.16, 0.00)
(-20.10, 3.16, 0.00)
(-20.84, 3.15, -0.00)
(-21.58, 3.15, 0.00)
(-22.32, 3.15, 0.00)
(-23.05, 3.14, 0.00)
(-23.78, 3.14, 0.00)
(-24.51, 3.14, 0.00)
(-25.23, 3.13, 0.00)
(-25.95, 3.13, 0.00)
(-26.67, 3.13, 0.00)
(-27.38, 3.12, 0.00)
(-28.09, 3.12, 0.00)
(-28.80, 3.12, 0.00)
(-29.51, 3.11, 0.00)
(-30.21, 3.11, 0.00)
(-30.91, 3.10, 0.00)
(-31.61, 3.10, 0.00)
(-32.30, 3.10, 0.00)
(-32.99, 3.09, 0.00)
(-33.68, 3.09, 0.00)
(-34.37, 3.09, 0.00)
(-35.05, 3.08, 0.00)
(-35.73, 3.08, 0.00)
(-36.41, 3.08, 0.00)
(-37.09, 3.07, 0.00)
(-37.76, 3.07, 0.00)
(-38.43, 3.07, 0.00)
(-39.09, 3.06, 0.00)
(-39.76, 3.06, 0.00)
(-40.42, 3.06, 0.00)
(-41.08, 3.05, 0.00)
(-41.74, 3.05, 0.00)
(-61.14, 0.97, 0.00)
(-59.34, 0.99, 0.00)
(-58.10, 1.01, 0.00)
(-57.15, 1.02, 0.00)
(-56.39, 1.04, 0.00)
(-55.76, 1.05, 0.00)
(57.81, 2.27, 0.00)
(55.36, 2.25, -0.00)
(52.89, 2.22, 0.00)
(50.41, 2.20, 0.00)
(47.92, 2.18, 0.00)
(45.41, 2.15, 0.00)
(42.88, 2.13, 0.00)
(40.34, 2.11, 0.00)
(37.79, 2.08, 0.00)
(35.22, 2.06, 0.00)
(32.63, 2.04, 0.00)
(30.03, 2.01, 0.00)
(27.42, 1.99, 0.00)
(24.78, 1.97, 0.00)
(22.14, 1.94, 0.00)
(19.47, 1.92, 0.00)
(16.79, 1.89, 0.00)
(14.10, 1.87, 0.00)
(11.38, 1.84, 0.00)
(8.65, 1.82, 0.00)
(5.91, 1.79, 0.00)
(3.14, 1.77, 0.00)
(0.36, 1.74, -0.00)
(-2.44, 1.72, 0.00)
(-5.25, 1.69, 0.00)
(-8.08, 1.66, 0.00)
(-10.93, 1.64, 0.00)
(-13.80, 1.61, 0.00)
(-16.69, 1.59, 0.00)
(-19.59, 1.56, 0.00)
(-22.52, 1.53, 0.00)
(-25.46, 1.51, 0.00)
(-28.42, 1.48, 0.00)
(-31.40, 1.45, 0.00)
(-34.40, 1.42, 0.00)
(-37.42, 1.40, 0.00)
(30.04, 3.04, 0.00)
(29.07, 3.03, 0.00)
(28.10, 3.03, -0.00)
(27.15, 3.02, 0.00)
(26.19, 3.02, 0.00)
(25.24, 3.02, 0.00)
(24.29, 3.01, 0.00)
(23.35, 3.01, 0.00)
(22.42, 3.00, 0.00)
(21.48, 3.00, 0.00)
(20.56, 3.00, 0.00)
(19.63, 2.99, 0.00)
(18.71, 2.99, 0.00)
(17.80, 2.99, 0.00)
(16.89, 2.98, 0.00)
(15.98, 2.98, 0.00)
(15.08, 2.97, 0.00)
(14.18, 2.97, 0.00)
(13.29, 2.97, 0.00)
(12.40, 2.96, 0.00)
(11.51, 2.96, 0.00)
(10.63, 2.96, 0.00)
(9.76, 2.95, 0.00)
(8.88, 2.95, 0.00)
(8.01, 2.95, 0.00)
(7.15, 2.94, 0.00)
(6.29, 2.94, 0.00)
(5.43, 2.94, 0.00)
(4.57, 2.93, 0.00)
(3.72, 2.93, 0.00)
(2.88, 2.93, 0.00)
(2.04, 2.92, 0.00)
(1.20, 2.92, 0.00)
(0.36, 2.91, -0.00)
(-0.47, 2.91, 0.00)
(-1.30, 2.91, 0.00)
(-2.12, 2.90, 0.00)
(-2.94, 2.90, 0.00)
(-3.75, 2.90, 0.00)
(-4.57, 2.89, 0.00)
(-5.38, 2.89, -0.00)
(-6.18, 2.89, 0.00)
(-6.98, 2.88, 0.00)
(-7.78, 2.88, 0.00)
(-8.58, 2.88, 0.00)
(-9.37, 2.88, 0.00)
(-10.16, 2.87, 0.00)
(-10.94, 2.87, 0.00)
(-11.72, 2.87, 0.00)
(-12.50, 2.86, 0.00)
(-13.28, 2.86, 0.00)
(-14.05, 2.86, 0.00)
(-14.81, 2.85, 0.00)
(-15.58, 2.85, 0.00)
(-16.34, 2.85, 0.00)
(-17.10, 2.84, 0.00)
(-17.85, 2.84, 0.00)
(-18.61, 2.84, 0.00)
(-19.35, 2.83, 0.00)
(-20.10, 2.83, 0.00)
(-20.84, 2.83, -0.00)
(-21.58, 2.83, 0.00)
(-22.32, 2.82, 0.00)
(-23.05, 2.82, 0.00)
(-23.78, 2.82, 0.00)
(-24.51, 2.81, 0.00)
(-25.23, 2.81, 0.00)
(-25.95, 2.81, 0.00)
(-26.67, 2.81, 0.00)
(-27.38, 2.80, 0.00)
(-28.09, 2.80, 0.00)
(-28.80, 2.80, 0.00)
(-29.51, 2.79, 0.00)
(-30.21, 2.79, 0.00)
(-30.91, 2.79, 0.00)
(-31.61, 2.79, 0.00)
(-32.30, 2.78, 0.00)
(-32.99, 2.78, 0.00)
(-33.68, 2.78, 0.00)
(-34.37, 2.77, 0.00)
(-35.05, 2.77, 0.00)
(-35.73, 2.77, 0.00)
(-36.41, 2.77, 0.00)
(-37.09, 2.76, 0.00)
(-37.76, 2.76, 0.00)
(-38.43, 2.76, 0.00)
(-39.09, 2.75, 0.00)
(-39.76, 2.75, 0.00)
(-40.42, 2.75, 0.00)
(-41.08, 2.75, 0.00)
(-41.74, 2.74, 0.00)
(-42.39, 2.74, -0.00)
(-43.04, 2.74, 0.00)
(-43.69, 2.74, 0.00)
(-44.33, 2.73, 0.00)
(-60.20, 0.15, 0.00)
(-58.37, 0.18, 0.00)
(-57.08, 0.20, 0.00)
(-56.08, 0.21, 0.00)
(-55.27, 0.23, 0.00)
(-54.60, 0.24, 0.00)
(-54.04, 0.25, 0.00)
(-53.57, 0.26, 0.00)
(57.81, 1.57, 0.00)
(55.36, 1.54, -0.00)
(52.89, 1.52, 0.00)
(50.41, 1.49, 0.00)
(47.92, 1.47, 0.00)
(45.41, 1.44, 0.00)
(42.88, 1.42, 0.00)
(40.34, 1.39, 0.00)
(37.79, 1.37, 0.00)
(35.22, 1.34, 0.00)
(32.63, 1.31, 0.00)
(30.03, 1.29, 0.00)
(27.42, 1.26, 0.00)
(24.78, 1.24, 0.00)
(22.14, 1.21, 0.00)
(19.47, 1.18, 0.00)
(16.79, 1.16, 0.00)
(14.10, 1.13, 0.00)
(11.38, 1.10, 0.00)
(8.65, 1.07, 0.00)
(5.91, 1.05, 0.00)
(3.14, 1.02, 0.00)
(0.36, 0.99, -0.00)
(-2.44, 0.96, 0.00)
(-5.25, 0.94, 0.00)
(-8.08, 0.91, 0.00)
(-10.93, 0.88, 0.00)
(-13.80, 0.85, 0.00)
(-16.69, 0.82, 0.00)
(-19.59, 0.79, 0.00)
(-22.52, 0.76, 0.00)
(-25.46, 0.73, 0.00)
(-28.42, 0.70, 0.00)
(-31.40, 0.67, 0.00)
(-34.40, 0.64, 0.00)
(-37.42, 0.61, 0.00)
(-40.45, 0.58, 0.00)
(-43.51, 0.55, 0.00)
(31.01, 2.66, 0.00)
(30.04, 2.66, 0.00)
(29.07, 2.66, 0.00)
(28.10, 2.66, -0.00)
(27.15, 2.65, 0.00)
(26.19, 2.65, 0.00)
(25.24, 2.65, 0.00)
(24.29, 2.64, 0.00)
(23.35, 2.64, 0.00)
(22.42, 2.64, 0.00)
(21.48, 2.64, 0.00)
(20.56, 2.63, 0.00)
(19.63, 2.63, 0.00)
(18.71, 2.63, 0.00)
(17.80, 2.62, 0.00)
(16.89, 2.62, 0.00)
(15.98, 2.62, 0.00)
(15.08, 2.61, 0.00)
(14.18, 2.61, 0.00)
(13.29, 2.61, 0.00)
(12.40, 2.61, 0.00)
(11.51, 2.60, 0.00)
(10.63, 2.60, 0.00)
(9.76, 2.60, 0.00)
(8.88, 2.60, 0.00)
(8.01, 2.59, 0.00)
(7.15, 2.59, 0.00)
(6.29, 2.59, 0.00)
(5.43, 2.58, 0.00)
(4.57, 2.58, 0.00)
(3.72, 2.58, 0.00)
(2.88, 2.58, 0.00)
(2.04, 2.57, 0.00)
(1.20, 2.57, 0.00)
(0.36, 2.57, -0.00)
(-0.47, 2.57, 0.00)
(-1.30, 2.56, 0.00)
(-2.12, 2.56, 0.00)
(-2.94, 2.56, 0.00)
(-3.75, 2.56, 0.00)
(-4.57, 2.55, 0.00)
(-5.38, 2.55, -0.00)
(-6.18, 2.55, 0.00)
(-6.98, 2.55, 0.00)
(-7.78, 2.54, 0.00)
(-8.58, 2.54, 0.00)
(-9.37, 2.54, 0.00)
(-10.16, 2.54, 0.00)
(-10.94, 2.53, 0.00)
(-11.72, 2.53, 0.00)
(-12.50, 2.53, 0.00)
(-13.28, 2.53, 0.00)
(-14.05, 2.52, 0.00)
(-14.81, 2.52, 0.00)
(-15.58, 2.52, 0.00)
(-16.34, 2.52, 0.00)
(-17.10, 2.51, 0.00)
(-17.85, 2.51, 0.00)
(-18.61, 2.51, 0.00)
(-19.35, 2.51, 0.00)
(-20.10, 2.50, 0.00)
(-20.84, 2.50, -0.00)
(-21.58, 2.50, 0.00)
(-22.32, 2.50, 0.00)
(-23.05, 2.50, 0.00)
(-23.78, 2.49, 0.00)
(-24.51, 2.49, 0.00)
(-25.23, 2.49, 0.00)
(-25.95, 2.49, 0.00)
(-26.67, 2.48, 0.00)
(-27.38, 2.48, 0.00)
(-28.09, 2.48, 0.00)
(-28.80, 2.48, 0.00)
(-29.51, 2.48, 0.00)
(-30.21, 2.47, 0.00)
(-30.91, 2.47, 0.00)
(-31.61, 2.47, 0.00)
(-32.30, 2.47, 0.00)
(-32.99, 2.46, 0.00)
(-33.68, 2.46, 0.00)
(-34.37, 2.46, 0.00)
(-35.05, 2.46, 0.00)
(-35.73, 2.46, 0.00)
(-36.41, 2.45, 0.00)
(-37.09, 2.45, 0.00)
(-37.76, 2.45, 0.00)
(-38.43, 2.45, 0.00)
(-39.09, 2.45, 0.00)
(-39.76, 2.44, 0.00)
(-40.42, 2.44, 0.00)
(-41.08, 2.44, 0.00)
(-41.74, 2.44, 0.00)
(-42.39, 2.44, -0.00)
(-43.04, 2.43, 0.00)
(-43.69, 2.43, 0.00)
(-44.33, 2.43, 0.00)
(-44.98, 2.43, 0.00)
(-45.62, 2.43, 0.00)
(-46.26, 2.42, 0.00)
(-59.87, -0.68, 0.00)
(-57.84, -0.65, 0.00)
(-56.43, -0.62, 0.00)
(-55.34, -0.60, 0.00)
(-54.46, -0.59, 0.00)
(-53.72, -0.57, 0.00)
(-53.10, -0.56, 0.00)
(-52.57, -0.55, 0.00)
(-52.12, -0.54, 0.00)
(-51.74, -0.53, 0.00)
